DATE,TMAX,TMIN
2024-12-07,43.92307692307692,23.153846153846153
2024-12-08,57.214285714285715,38.92857142857143
2024-12-09,54.42857142857143,41.857142857142854
2024-12-10,52.84615384615385,37.0
2024-12-11,43.30769230769231,26.923076923076923
2024-12-12,31.5,19.0
2024-12-13,33.23076923076923,19.076923076923077
2024-12-14,47.69230769230769,21.923076923076923
2024-12-15,48.38461538461539,37.07692307692308
2024-12-16,57.46153846153846,43.76923076923077
2024-12-17,55.15384615384615,31.307692307692307
2024-12-18,42.84615384615385,29.23076923076923
2024-12-19,39.0,32.714285714285715
2024-12-20,39.285714285714285,30.142857142857142
2024-12-21,35.30769230769231,22.23076923076923
2024-12-22,33.15384615384615,18.0
2024-12-23,45.76923076923077,19.923076923076923
2024-12-24,43.92307692307692,35.38461538461539
2024-12-25,44.642857142857146,34.857142857142854
2024-12-26,51.357142857142854,34.785714285714285
2024-12-27,54.07142857142857,36.285714285714285
2024-12-28,61.642857142857146,46.07142857142857
2024-12-29,61.214285714285715,38.642857142857146
2024-12-30,50.57142857142857,36.214285714285715
2024-12-31,50.357142857142854,33.785714285714285
2025-01-01,39.5,29.642857142857142
2025-01-02,36.357142857142854,27.071428571428573
2025-01-03,33.785714285714285,22.142857142857142
2025-01-04,26.142857142857142,16.571428571428573
2025-01-05,24.214285714285715,14.142857142857142
2025-01-06,28.0,20.785714285714285
2025-01-07,26.642857142857142,15.428571428571429
2025-01-08,25.285714285714285,15.214285714285714
2025-01-09,25.285714285714285,6.642857142857143
2025-01-10,25.357142857142858,8.428571428571429
2025-01-11,32.142857142857146,19.5
2025-01-12,36.42857142857143,18.714285714285715
2025-01-13,36.5,15.357142857142858
2025-01-14,27.214285714285715,8.0
2025-01-15,25.428571428571427,4.642857142857143
2025-01-16,35.714285714285715,16.785714285714285
2025-01-17,43.0,25.857142857142858
2025-01-18,41.785714285714285,27.0
2025-01-19,29.928571428571427,12.5
2025-01-20,15.785714285714286,0.8571428571428571
2025-01-21,15.428571428571429,-2.5714285714285716
2025-01-22,19.571428571428573,-4.0
2025-01-23,29.214285714285715,11.5
2025-01-24,26.142857142857142,10.214285714285714
2025-01-25,37.642857142857146,12.5
2025-01-26,37.142857142857146,23.857142857142858
2025-01-27,37.214285714285715,17.0
2025-01-28,44.5,29.357142857142858
2025-01-29,46.57142857142857,28.142857142857142
2025-01-30,47.714285714285715,24.214285714285715
2025-01-31,54.07142857142857,36.214285714285715
2025-02-01,41.07142857142857,25.357142857142858
2025-02-02,50.0,24.714285714285715
2025-02-03,63.142857142857146,34.357142857142854
2025-02-04,48.5,28.214285714285715
2025-02-05,37.07142857142857,26.285714285714285
2025-02-06,47.714285714285715,31.5
2025-02-07,40.857142857142854,25.428571428571427
2025-02-08,42.57142857142857,26.714285714285715
2025-02-09,36.92857142857143,27.214285714285715
2025-02-10,37.57142857142857,21.428571428571427
2025-02-11,32.214285714285715,25.0
2025-02-12,38.57142857142857,26.142857142857142
2025-02-13,42.857142857142854,20.0
2025-02-14,33.57142857142857,14.5
2025-02-15,41.857142857142854,28.428571428571427
2025-02-16,43.07142857142857,23.285714285714285
2025-02-17,25.285714285714285,12.857142857142858
2025-02-18,18.571428571428573,8.928571428571429
2025-02-19,20.142857142857142,9.357142857142858
2025-02-20,21.214285714285715,11.642857142857142
2025-02-21,29.214285714285715,16.785714285714285
2025-02-22,36.42857142857143,15.357142857142858
2025-02-23,43.714285714285715,21.357142857142858
2025-02-24,54.714285714285715,30.071428571428573
2025-02-25,59.57142857142857,36.142857142857146
2025-02-26,56.57142857142857,29.928571428571427
2025-02-27,54.357142857142854,36.92857142857143
2025-02-28,57.92857142857143,30.785714285714285
2025-03-01,52.857142857142854,21.714285714285715
2025-03-02,35.92857142857143,17.928571428571427
2025-03-03,45.0,21.0
2025-03-04,65.21428571428571,35.07142857142857
2025-03-05,61.0,34.714285714285715
2025-03-06,41.38461538461539,29.0
2025-03-07,44.0,26.153846153846153
2025-03-08,44.61538461538461,27.615384615384617
2025-03-09,57.76923076923077,27.0
2025-03-10,65.92857142857143,33.357142857142854
2025-03-11,72.14285714285714,35.42857142857143
2025-03-12,68.92857142857143,35.285714285714285
2025-03-13,72.15384615384616,36.30769230769231
2025-03-14,77.46153846153847,41.23076923076923
2025-03-15,70.28571428571429,54.714285714285715
2025-03-16,65.92857142857143,37.714285714285715
2025-03-17,49.5,32.07142857142857
2025-03-18,70.92857142857143,32.42857142857143
2025-03-19,72.5,48.142857142857146
2025-03-20,60.92857142857143,32.357142857142854
2025-03-21,53.785714285714285,27.714285714285715
2025-03-22,54.42857142857143,33.42857142857143
2025-03-23,49.642857142857146,26.928571428571427
2025-03-24,56.285714285714285,36.642857142857146
2025-03-25,52.642857142857146,33.07142857142857
2025-03-26,52.07142857142857,29.071428571428573
2025-03-27,62.0,30.857142857142858
2025-03-28,72.61538461538461,46.714285714285715
2025-03-29,74.35714285714286,59.642857142857146
2025-03-30,68.92857142857143,52.92857142857143
2025-03-31,60.5,38.92857142857143
2025-04-01,49.5,35.214285714285715
2025-04-02,73.78571428571429,39.214285714285715
2025-04-03,68.71428571428571,50.92857142857143
2025-04-04,56.92857142857143,47.285714285714285
2025-04-05,65.5,46.714285714285715
2025-04-06,51.07142857142857,35.285714285714285
2025-04-07,55.142857142857146,31.785714285714285
2025-04-08,44.642857142857146,28.071428571428573
2025-04-09,51.714285714285715,26.928571428571427
2025-04-10,57.0,39.357142857142854
2025-04-11,48.57142857142857,36.0
2025-04-12,55.5,33.642857142857146
2025-04-13,62.714285714285715,33.285714285714285
2025-04-14,75.71428571428571,49.214285714285715
